0.000000000000000000e+00	0.000000000000000000e+00
3.000000000000000000e+00	2.399999999999999911e-01
5.000000000000000000e+00	2.409999999999999920e-01
1.700000000000000000e+01	2.379999999999999893e-01
1.900000000000000000e+01	2.349999999999999867e-01
2.000000000000000000e+01	2.330000000000000127e-01
2.100000000000000000e+01	2.320000000000000118e-01
2.200000000000000000e+01	2.300000000000000100e-01
2.300000000000000000e+01	2.290000000000000091e-01
2.500000000000000000e+01	2.270000000000000073e-01
2.600000000000000000e+01	2.240000000000000047e-01
2.700000000000000000e+01	2.220000000000000029e-01
2.800000000000000000e+01	2.190000000000000002e-01
3.000000000000000000e+01	2.169999999999999984e-01
3.200000000000000000e+01	2.159999999999999976e-01
3.300000000000000000e+01	2.139999999999999958e-01
3.400000000000000000e+01	2.109999999999999931e-01
3.600000000000000000e+01	2.069999999999999896e-01
2.500000000000000000e+02	4.079999999999999738e-01
3.980000000000000000e+02	4.069999999999999729e-01
3.990000000000000000e+02	4.020000000000000240e-01
4.000000000000000000e+02	3.960000000000000187e-01
4.010000000000000000e+02	3.950000000000000178e-01
4.020000000000000000e+02	3.880000000000000115e-01
4.030000000000000000e+02	3.860000000000000098e-01
4.040000000000000000e+02	3.760000000000000009e-01
4.050000000000000000e+02	3.729999999999999982e-01
4.060000000000000000e+02	3.629999999999999893e-01
4.070000000000000000e+02	3.599999999999999867e-01
4.080000000000000000e+02	3.479999999999999760e-01
4.090000000000000000e+02	3.439999999999999725e-01
4.100000000000000000e+02	3.280000000000000138e-01
4.110000000000000000e+02	3.150000000000000022e-01
4.120000000000000000e+02	3.119999999999999996e-01
4.130000000000000000e+02	2.989999999999999880e-01
4.140000000000000000e+02	2.969999999999999862e-01
4.150000000000000000e+02	2.819999999999999729e-01
4.160000000000000000e+02	2.780000000000000249e-01
4.170000000000000000e+02	2.560000000000000053e-01
4.180000000000000000e+02	2.520000000000000018e-01
4.190000000000000000e+02	2.369999999999999885e-01
4.240000000000000000e+02	2.049999999999999878e-01
4.260000000000000000e+02	2.149999999999999967e-01
4.270000000000000000e+02	1.859999999999999987e-01
4.280000000000000000e+02	1.719999999999999862e-01
4.290000000000000000e+02	1.670000000000000095e-01
4.300000000000000000e+02	1.479999999999999927e-01
4.310000000000000000e+02	1.459999999999999909e-01
4.320000000000000000e+02	1.409999999999999865e-01
4.330000000000000000e+02	1.340000000000000080e-01
4.340000000000000000e+02	1.300000000000000044e-01
4.350000000000000000e+02	1.219999999999999973e-01
4.390000000000000000e+02	1.039999999999999952e-01
4.400000000000000000e+02	9.900000000000000466e-02
4.410000000000000000e+02	8.300000000000000433e-02
4.430000000000000000e+02	7.599999999999999811e-02
4.440000000000000000e+02	7.099999999999999367e-02
4.450000000000000000e+02	5.999999999999999778e-02
4.460000000000000000e+02	5.700000000000000205e-02
4.500000000000000000e+02	4.599999999999999922e-02
4.510000000000000000e+02	4.100000000000000172e-02
4.520000000000000000e+02	2.299999999999999961e-02
4.530000000000000000e+02	2.500000000000000139e-02
4.560000000000000000e+02	1.400000000000000029e-02
4.580000000000000000e+02	1.099999999999999936e-02
4.590000000000000000e+02	7.000000000000000146e-03
4.600000000000000000e+02	5.000000000000000104e-03
4.630000000000000000e+02	1.600000000000000033e-02
4.720000000000000000e+02	2.000000000000000042e-03
4.780000000000000000e+02	8.999999999999999320e-03
4.900000000000000000e+02	-5.000000000000000104e-03
4.910000000000000000e+02	-7.000000000000000146e-03
4.930000000000000000e+02	-2.000000000000000042e-03
4.950000000000000000e+02	2.100000000000000130e-02
5.670000000000000000e+02	4.050000000000000266e-01
5.680000000000000000e+02	4.040000000000000258e-01
5.690000000000000000e+02	4.010000000000000231e-01
5.700000000000000000e+02	4.000000000000000222e-01
5.710000000000000000e+02	3.980000000000000204e-01
5.720000000000000000e+02	3.970000000000000195e-01
5.730000000000000000e+02	3.940000000000000169e-01
5.740000000000000000e+02	3.930000000000000160e-01
5.750000000000000000e+02	3.920000000000000151e-01
5.760000000000000000e+02	3.900000000000000133e-01
5.780000000000000000e+02	3.870000000000000107e-01
5.790000000000000000e+02	3.830000000000000071e-01
5.800000000000000000e+02	3.810000000000000053e-01
5.810000000000000000e+02	3.770000000000000018e-01
5.820000000000000000e+02	3.750000000000000000e-01
5.840000000000000000e+02	3.689999999999999947e-01
5.850000000000000000e+02	3.669999999999999929e-01
5.870000000000000000e+02	3.589999999999999858e-01
5.880000000000000000e+02	3.569999999999999840e-01
5.890000000000000000e+02	3.529999999999999805e-01
5.900000000000000000e+02	3.519999999999999796e-01
5.920000000000000000e+02	3.459999999999999742e-01
5.930000000000000000e+02	3.449999999999999734e-01
5.950000000000000000e+02	3.420000000000000262e-01
5.960000000000000000e+02	3.410000000000000253e-01
5.970000000000000000e+02	3.380000000000000226e-01
5.980000000000000000e+02	3.360000000000000209e-01
5.990000000000000000e+02	3.340000000000000191e-01
6.000000000000000000e+02	3.330000000000000182e-01
6.010000000000000000e+02	3.310000000000000164e-01
6.020000000000000000e+02	3.290000000000000147e-01
6.040000000000000000e+02	3.250000000000000111e-01
6.050000000000000000e+02	3.230000000000000093e-01
6.060000000000000000e+02	3.210000000000000075e-01
6.070000000000000000e+02	3.200000000000000067e-01
6.080000000000000000e+02	3.170000000000000040e-01
6.090000000000000000e+02	3.160000000000000031e-01
6.120000000000000000e+02	3.089999999999999969e-01
6.130000000000000000e+02	3.079999999999999960e-01
6.140000000000000000e+02	3.069999999999999951e-01
