0.0000	0.0000
0.2400	0.2042
0.2410	0.2054
0.2380	0.2017
0.2350	0.1981
0.2330	0.1958
0.2320	0.1947
0.2300	0.1925
0.2290	0.1914
0.2270	0.1893
0.2240	0.1862
0.2220	0.1841
0.2190	0.1812
0.2170	0.1792
0.2160	0.1783
0.2140	0.1763
0.2110	0.1735
0.2070	0.1696
0.4080	0.2557
0.4070	0.2552
0.4020	0.2529
0.3960	0.2504
0.3950	0.2500
0.3880	0.2479
0.3860	0.2475
0.3760	0.2490
0.3730	0.2515
0.3630	0.2781
0.3600	0.2906
0.3480	0.2939
0.3440	0.2930
0.3280	0.2812
0.3150	0.2673
0.3120	0.2644
0.2990	0.2524
0.2970	0.2507
0.2820	0.2393
0.2780	0.2364
0.2560	0.2223
0.2520	0.2186
0.2370	0.2005
0.2050	0.1677
0.2150	0.1773
0.1860	0.1495
0.1720	0.1383
0.1670	0.1350
0.1480	0.1235
0.1460	0.1227
0.1410	0.1210
0.1340	0.1186
0.1300	0.1171
0.1220	0.1134
0.1040	0.1033
0.0990	0.0996
0.0830	0.0811
0.0760	0.0734
0.0710	0.0693
0.0600	0.0635
0.0570	0.0619
0.0460	0.0539
0.0410	0.0493
0.0230	0.0293
0.0250	0.0317
0.0140	0.0184
0.0110	0.0147
0.0070	0.0095
0.0050	0.0068
0.0160	0.0209
0.0020	0.0028
0.0090	0.0121
-0.0050	-0.0071
-0.0070	-0.0101
-0.0020	-0.0028
0.0210	0.0269
0.4050	0.2543
0.4040	0.2538
0.4010	0.2525
0.4000	0.2520
0.3980	0.2512
0.3970	0.2508
0.3940	0.2497
0.3930	0.2493
0.3920	0.2490
0.3900	0.2484
0.3870	0.2477
0.3830	0.2473
0.3810	0.2474
0.3770	0.2484
0.3750	0.2496
0.3690	0.2578
0.3670	0.2629
0.3590	0.2932
0.3570	0.2943
0.3530	0.2943
0.3520	0.2942
0.3460	0.2935
0.3450	0.2933
0.3420	0.2922
0.3410	0.2918
0.3380	0.2901
0.3360	0.2886
0.3340	0.2870
0.3330	0.2861
0.3310	0.2842
0.3290	0.2823
0.3250	0.2780
0.3230	0.2759
0.3210	0.2737
0.3200	0.2726
0.3170	0.2694
0.3160	0.2684
0.3090	0.2616
0.3080	0.2606
0.3070	0.2597
0.3040	0.2568
0.3030	0.2559
0.3020	0.2550
0.2980	0.2515
0.2950	0.2491
0.2940	0.2483
0.2930	0.2476
0.2910	0.2460
0.2900	0.2453
0.2890	0.2445
0.2870	0.2430
0.2860	0.2422
0.2850	0.2415
0.2830	0.2400
0.2810	0.2385
0.2770	0.2357
0.2750	0.2343
0.2740	0.2336
0.2720	0.2323
0.2710	0.2317
0.2700	0.2311
0.2680	0.2299
0.2670	0.2294
0.2640	0.2277
0.2620	0.2265
0.2610	0.2258
0.2590	0.2245
0.2580	0.2238
0.2550	0.2215
0.2530	0.2196
0.2500	0.2165
0.2490	0.2153
0.2470	0.2130
0.2460	0.2117
0.2440	0.2092
0.2430	0.2079
0.2250	0.1872
0.2200	0.1821
0.2120	0.1744
0.2090	0.1715
0.2650	0.2282
0.2790	0.2371
0.3000	0.2532
0.3050	0.2578
0.3100	0.2625
0.3130	0.2654
0.3190	0.2715
0.3220	0.2748
0.3240	0.2769
0.3300	0.2833
0.3320	0.2852
0.3370	0.2894
0.3390	0.2907
0.3430	0.2927
